ID,Signatur/shelfmark,Verfasser*in,Verfasser*in GND,Beteiligte/contributor,Beteiligte GND,Schreiberhand,Titel [Vorlage]/title [on document],Titel (fingiert/assigned),Titel (erschlossen),GND Werk (SZ),Werk Index ID,Aufschrift erstes Blatt / Identifying Inscription,"Konvoluttitel [entspricht ansonsten ""Einheitssachtitel der Werke""]",Datum [Vorlage]/date [on document],Datierung [erschlossen],Date supplied/verified,Datum [normiert]/date [normalized],Sprachencode [dreistellig],"Art, Umfang, Anzahl",Physical Description,Paginierung,Pagination,Beschreibstoff [wenn ungewöhnlich],Writing material (when important or unusual),Schreibstoff,Writing Instrument,Entstehungsort/place of creation,Provenienz/provenance,Erwerbung/acquisition,Ordnungskategorie [classification],Classification,Publikationsangabe,Personenschlagwort,GND Personenschlagwort,Werkschlagwort Dritte,GND Werkschlagwort Dritte,GND Standort,Hinweis,Notes/Statement,INTERNE HINWEISE
312,SZ-AAP/W-AA203.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Ein Briefwechsel.,,,,,,"Verhaeren, Emile",,16. 7. 1919,16. 7. 1919,1919-07-16,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neues Wiener Journal, Wien, 16. 7. 1919","Verhaeren, Emile; Rolland, Romain",http://d-nb.info/gnd/118768085; http://d-nb.info/gnd/118602330,,,http://d-nb.info/gnd/1047605287,,,
313,SZ-AAP/W-AA203.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Verhaerens Abendstunden.,,,,,,"Verhaeren, Emile",9/12. 1911,,,1911-12-09,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 325 und 326,page 325 and 326,,,Violette Tinte,purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Die Zukunft, Berlin, 9. 12. 1911","Verhaeren, Emile",http://d-nb.info/gnd/118768085,,,http://d-nb.info/gnd/1047605287,,,
314,SZ-AAP/W-AA204.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Waffen, Nehmt allen die _ weg.",,,,,,"Waffen, Nehmt allen die _ weg.",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, Bleistift","purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
315,SZ-AAP/W-AA204.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Nehmt allen die Waffen weg, allen...!",,,,,,"Waffen, Nehmt allen die _ weg.",22. Februar 1932,,,1932-02-22,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Der Morgen, Wien, 22. 2. 1932",,,,,http://d-nb.info/gnd/1047605287,,,
316,SZ-AAP/W-AA205.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,"Wahl der Staatsangehörigkeit, Die",,,,,,"Wahl der Staatsangehörigkeit, Die",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
317,SZ-AAP/W-AA205.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Wahl der Staatsangehörigkeit.,,,,,,"Wahl der Staatsangehörigkeit, Die",19. Juni 1919,,,1919-06-19,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Bern/Lausanne,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Die Menschheit, Bern/Lausanne, 19. 6. 1919",,,,,http://d-nb.info/gnd/1047605287,,,
318,SZ-AAP/W-AA206.0,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,,,Richard Friedenthal,"Walter, Bruno",,,,,gedruckt in: Begegnungen,"Walter, Bruno",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, rote Tinte","purple ink, red ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Walter, Bruno",http://d-nb.info/gnd/118628879,,,http://d-nb.info/gnd/1047605287,,,
319,SZ-AAP/W-AA206.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,Bruno Walter: Kunst der Hingabe,,,,,,"Walter, Bruno",,,,,ger,"Typoskript, 5 Blatt, korrigiert",,Seite 2 bis 5,,,,Schwarze Tinte,black ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,,,"Walter, Bruno",http://d-nb.info/gnd/118628879,,,http://d-nb.info/gnd/1047605287,"Aufgenommen in: ""Begegnungen mit Menschen, Büchern, Städten"" (1937)",,
320,SZ-AAP/W-AA207.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wanderungen des Königsmörders Ravaillac, Die drei",,,,,,"Wanderungen des Königsmörders Ravaillac, Die drei",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Ravaillac, François",http://d-nb.info/gnd/118904299,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Die drei Wanderungen des Königsmörders Ravaillac""",,
321,SZ-AAP/W-AA207.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die drei Wanderungen des Königsmörders Ravaillac.,,,,,,"Wanderungen des Königsmörders Ravaillac, Die drei",11. V. 1913.,,,1913-05-11,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,Violette Tinte,purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 11. 5. 1913","Ravaillac, François",http://d-nb.info/gnd/118904299,"Jérôme Tharaud/Jean Tharaud: La Tragédie de Ravaillac, Paris: Emile-Paul Frères, 1913",,http://d-nb.info/gnd/1047605287,,,
322,SZ-AAP/W-AA208.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wassermann, Jakob",,,,,,"Wassermann, Jakob",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Wassermann, Jakob",http://d-nb.info/gnd/118629387,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Jakob Wassermann""",,
323,SZ-AAP/W-AA208.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Kaspar Hausers Lebensroman.,,,,,,"Wassermann, Jakob",16/VII. 1908.,,,1908-07-16,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,Violette Tinte,purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Der Tag, Berlin, 16. 7. 1908","Wassermann, Jakob; Hauser, Kaspar",http://d-nb.info/gnd/118629387; http://d-nb.info/gnd/118547070,"Caspar Hauser oder Die Trägheit des Herzens, Stuttgart: Deutsche Verlagsanstalt, 1908",https://d-nb.info/gnd/4372409-7,http://d-nb.info/gnd/1047605287,,,
324,SZ-AAP/W-AA208.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Jakob Wassermann,,,,,,"Wassermann, Jakob",1912,,,1912,ger,"Zeitungsausschnitt, 8 Blatt",,Seite 1131 bis 1146,page 1131 to 1146,,,"Blaue Tinte, Bleistift","blue ink, pencil",Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Die Neue Rundschau, Berlin, August 1912","Wassermann, Jakob",http://d-nb.info/gnd/118629387,,,http://d-nb.info/gnd/1047605287,,,
325,SZ-AAP/W-AA209.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wege zum deutschen Ruhm, Die zehn",,,,,,"Wege zum deutschen Ruhm, Die zehn",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Luise Wolf""",,
326,SZ-AAP/W-AA209.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die zehn Wege zum deutschen Ruhm,,,,,,"Wege zum deutschen Ruhm, Die zehn",Febr. 1912.,,,1912-02,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 15 und 16,page 15 and 16,,,Schwarze Tinte,black ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Der Ruf, Wien, Februar 1912",,,,,http://d-nb.info/gnd/1047605287,,,
327,SZ-AAP/W-AA210.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wegner, Armin T.",,,,,,"Wegner, Armin T.",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Wegner, Armin T.",http://d-nb.info/gnd/11862993X,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Armin T. Wegner""",,
328,SZ-AAP/W-AA210.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,Dichtung der Zeit. Der Weg Armin T. Wegners.,,,,,,"Wegner, Armin T.",15. XII. 21.,,,1921-12-15,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Violette Tinte,purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Tagblatt, Berlin, 15. 12. 1921","Wegner, Armin T.",http://d-nb.info/gnd/11862993X,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Weltminute von Waterloo""",,
329,SZ-AAP/W-AA211.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Weininger, Otto",,,,,,"Weininger, Otto",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, schwarze Tinte","purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Weininger, Otto",http://d-nb.info/gnd/118766309,,,http://d-nb.info/gnd/1047605287,,,
330,SZ-AAP/W-AA211.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Letzte Botschaft von Otto Weininger.,,,,,,"Weininger, Otto",5. X. 19.,,,1919-10-05,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Bleistift,pencil,Basel,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Nationalzeitung, Basel, 5. 10. 1919","Weininger, Otto",http://d-nb.info/gnd/118766309,"Taschenbuch und Briefe an einen Freund, Leipzig/Wien: E. P. Tal, 1919",https://d-nb.info/578276089,http://d-nb.info/gnd/1047605287,,,
331,SZ-AAP/W-AA211.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Vorbeigehen an einem unauffälligen Menschen,,,,,B. Tagebl.,"Weininger, Otto",3. X. 26.,,,1926-10-03,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,"Blauer Buntstift, rote Tinte",,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Tageblatt, Berlin, 3. 10. 1926","Weininger, Otto",http://d-nb.info/gnd/118766309,,,http://d-nb.info/gnd/1047605287,,,
332,SZ-AAP/W-AA212.0,Unbekannt,,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,"Wells, H. G.",,,,,,"Wells, H. G.",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Wells, H. G.",http://d-nb.info/gnd/118643266,,,http://d-nb.info/gnd/1047605287,,,
333,SZ-AAP/W-AA212.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,H. G. Wells. Zum 70. Geburtstag,,,,,"(Pen Club, Buenos-Aires 1936)","Wells, H. G.",1936,,,1936,frz,"Manuskript, 4 Blatt",,Seite 1 bis 4,page 1 to 4,,,Violette Tinte,purple ink,Buenos Aires,Archiv Atrium Press,Ankauf Christie's London 2014,Manuskripte,,,"Wells, H. G.",http://d-nb.info/gnd/118643266,,,http://d-nb.info/gnd/1047605287,,,
334,SZ-AAP/W-AA212.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,H. G. Wells. Zum 70. Geburtstag,,,,,"(Pen Club, Buenos-Aires 1936)","Wells, H. G.",1936,,,1936,frz,"Typoskript, korrigiert, 10 Blatt, 3 Exemplare",,Seite 2 bis 4,page 2 to 4,,,"Violette Tinte, rote Tinte, Bleistift","purple ink, red ink, pencil",Buenos Aires,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,,,"Wells, H. G.",http://d-nb.info/gnd/118643266,,,http://d-nb.info/gnd/1047605287,,,
335,SZ-AAP/W-AA213.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Welt, Aus abgesperrter",,,,,,"Welt, aus abgesperrter",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, schwarze Tinte, Bleistift","purple ink, black ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Aus abgesperrter Welt""",,
336,SZ-AAP/W-AA213.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Aus abgesperrter Welt.,,,,,,"Welt, aus abgesperrter",,1. 7. 1919,1. 7. 1919,1919-07-01,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 1. 7. 1919",,,,,http://d-nb.info/gnd/1047605287,,,
337,SZ-AAP/W-AA213.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die schlaflose Welt.,,,,,NFrPresse,"Welt, aus abgesperrter",18/VIII 14.,,,1914-08-18,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,Violette Tinte,purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 18. 8. 1914",,,,,http://d-nb.info/gnd/1047605287,,,
338,SZ-AAP/W-AA214.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Werfel, Franz",,,,,,"Werfel, Franz",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, Bleistift","purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Werfel, Franz",http://d-nb.info/gnd/118631373,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Franz Werfel""",,
339,SZ-AAP/W-AA214.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,Franz Werfel. Ein einführendes Wort,,,,,(Hottingen),"Werfel, Franz",21. I. 18.,,,1918-01-21,ger,"Zeitungsausschnitt, 2 Blatt",,Seite 66 bis 68,page 66 to 68,,,Violette Tinte,purple ink,Zürich,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Der Lesezirken, Zürich/Hottingen, 21. 1. 1918","Werfel, Franz",http://d-nb.info/gnd/118631373,,,http://d-nb.info/gnd/1047605287,,,
340,SZ-AAP/W-AA215.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,"Werkstatt der Dichter, Aus der",,,,,,"Werkstatt der Dichter, Aus der",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
341,SZ-AAP/W-AA215.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Aus der Werkstatt der Dichter,,,,,,"Werkstatt der Dichter, Aus der",5. Februar 25,,,1925-02-05,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Blaue Tinte,blue ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Uhu. Neue Monatshefte, Berlin, 5. 2. 1925",,,,,http://d-nb.info/gnd/1047605287,,,
342,SZ-AAP/W-AA216.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Whitman, Walt",,,,,,"Whitman, Walt",,,,,ger,"Manuskript, 1 Blatt",,,,,,"Violette Tinte, Bleistift","purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Whitman, Walt",http://d-nb.info/gnd/118807153,,,http://d-nb.info/gnd/1047605287,,,
343,SZ-AAP/W-AA216.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Das deutsche Walt Whitman-Werk,,,,,Berl Tagebl.,"Whitman, Walt",,28. 3. 1922,28. 3. 1922,1922-03-28,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,Violette Tinte,purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Tageblatt, Berlin, 28. 3. 1922","Whitman, Walt",http://d-nb.info/gnd/118807153,,,http://d-nb.info/gnd/1047605287,,,
344,SZ-AAP/W-AA216.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Walt Whitman. (Zum hundertsten Geburtstage),,,,,,"Whitman, Walt",31. 5. 1919,,,1919-05-31,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 28. 5. 1919","Whitman, Walt",http://d-nb.info/gnd/118807153,,,http://d-nb.info/gnd/1047605287,,,
345,SZ-AAP/W-AA217.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wiederherstellung der geistigen Internationale, Die",,,,,,"Wiederherstellung der geistigen Internationale, Die",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
346,SZ-AAP/W-AA217.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die Wiederherstellung der geistigen Internationale.,,,,,,"Wiederherstellung der geistigen Internationale, Die",4-II. 1919,,,1919-02-04,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neues Wiener Journal, Wien, 4. 2. 1919",,,,,http://d-nb.info/gnd/1047605287,"Mit angehängter Quellenangabe: Zeitungsausschnittdienst ""Observer"", Wien",,
347,SZ-AAP/W-AA218.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wiener Malerei in Zürich, Die Jahrhundertausstellung",,,,,,"Wiener Malerei in Zürich, Die Jahrhundertausstellung",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Die Jahrhundertausstellung Wiener Malerei in Zürich""",,
348,SZ-AAP/W-AA218.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,Die Jahrhundertausstellung Wiener Malerei in Zürich.,,,,,N. Fr. Pr.,"Wiener Malerei in Zürich, Die Jahrhundertausstellung",8. Juli 1918,,,1918-07-08,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,Bleistift,pencil,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 8. Juli 1918",,,,,http://d-nb.info/gnd/1047605287,,,
349,SZ-AAP/W-AA219.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wildgans, Anton",,,,,,"Wildgans, Anton",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Wildgans, Anton",http://d-nb.info/gnd/118632841,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Wildgans A.'s dichterische Mission""",,
350,SZ-AAP/W-AA219.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Anton Wildgans,,,,,,"Wildgans, Anton",,,,,ger,"Zeitungsausschnitt, 1 Blatt",,,,,,,,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Münchner Allgemeine Zeitung, München, o. D.","Wildgans, Anton",http://d-nb.info/gnd/118632841,,,http://d-nb.info/gnd/1047605287,,,
351,SZ-AAP/W-AA220.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wittmann, Hugo",,,,,,"Wittmann, Hugo",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,"Wittmann, Hugo",http://d-nb.info/gnd/117427179,,,http://d-nb.info/gnd/1047605287,,,
352,SZ-AAP/W-AA220.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Dem Andenken Hugo Wittmanns.,,,,,,"Wittmann, Hugo",11. Februar 1923,,,1923-02-11,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 29 und 30,page 29 and 30,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Neue Freie Presse, Wien, 11. Februar 1923","Wittmann, Hugo",http://d-nb.info/gnd/117427179,,,http://d-nb.info/gnd/1047605287,,,
353,SZ-AAP/W-AA221.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Wort zur Schutzfristfrage, Ein",,,,,,"Wort zur Schutzfristfrage, Ein",,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
354,SZ-AAP/W-AA221.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Ein Wort zur Schutzfristfrage.,,,,,B. T.,"Wort zur Schutzfristfrage, Ein",22/4 1927,,,1927-04-22,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Tageblatt, Berlin, 22. 4. 1927",,,,,http://d-nb.info/gnd/1047605287,,,
355,SZ-AAP/W-AA222.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Ypern,,,,,,Ypern,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
356,SZ-AAP/W-AA222.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,Ypern.,,,,,Berl. T.,Ypern,16. 9. 28,,,1928-09-16,ger,"Zeitungsausschnitt, 2 Blatt",,,,,,Bleistift,pencil,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Berliner Tageblatt, Berlin, 16. 9. 1928",,,,,http://d-nb.info/gnd/1047605287,,,
357,SZ-AAP/W-AA223.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Zwei Einsame,,,,,,Zwei Einsame,,,,,ger,"Manuskript, 1 Blatt",,,,,,Violette Tinte,purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,,,,,,,http://d-nb.info/gnd/1047605287,,,
358,SZ-AAP/W-AA223.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Zwei Einsame.,,,,,,Zwei Einsame,1901,November 1901,november 1901,1901-11,ger,"Zeitungsausschnitt, 1 Blatt",,Seite 329 bis 332,page 329 to 332,,,Violette Tinte,purple ink,Eberswalde,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,,"Stimmen der Gegenwart, Eberswalde, November 1901",,,,,http://d-nb.info/gnd/1047605287,,,
