ID,Signatur/shelfmark,Verfasser*in,Verfasser*in GND,Beteiligte/contributor,Beteiligte GND,Schreiberhand,Titel [Vorlage]/title [on document],Titel (fingiert/assigned),Titel (erschlossen),GND Werk (SZ),Werk Index ID,Aufschrift erstes Blatt / Identifying Inscription,"Konvoluttitel [entspricht ansonsten ""Einheitssachtitel der Werke""]",Datum [Vorlage]/date [on document],Datierung erschlossen,Date supplied/verified,Datum [normiert]/date [normalized],Sprachencode [dreistellig],"Art, Umfang, Anzahl",Physical Description,Paginierung,Pagination,Beschreibstoff [wenn ungewöhnlich],Writing material (when important or unusual),Schreibstoff,Writing Instrument,Entstehungsort/place of creation,Provenienz/provenance,Erwerbung/acquisition,Ordnungskategorie [classification],Classification,Publikationsangabe,Personenschlagwort,GND Personenschlagwort,Werkschlagwort Dritte,GND Werkschlagwort Dritte,GND Standort,Hinweis,Notes/Statement,INTERNE HINWEISE
353,SZ-AAP/W-AA116.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Heinrich Lammaschs Heimgang.,,,,,Berl. Tageblatt,"Lammasch, Heinrich",20. I. 1920,,,1920-01-20,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 20. 1. 1920","Lammasch, Heinrich",http://d-nb.info/gnd/118726110,,,http://d-nb.info/gnd/1047605287,,,
354,SZ-AAP/W-AA117.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Land ohne Patriotismus, Das",,,,,,"Land ohne Patriotismus, Das",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, blauer Buntstift","Purple ink, blue pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Land""","Original inscription: ""Land""",
355,SZ-AAP/W-AA117.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,"Stefan Zweig, Unbekannt",Das Land ohne Patriotismus,,,,,Correctur erbeten. Stefan Zweig Wien VIII. Kochgasse 8,"Land ohne Patriotismus, Das",,1917,1917,1917,ger,"Typoskript, 7 Blatt, korrigiert","Typescript, 7 leaves, corrected",1–7,1–7,,,"Violettes Farbband, violette Tinte","Purple ribbon, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,,,,,http://d-nb.info/gnd/1047605287,,,
356,SZ-AAP/W-AA118.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Landauer, Gustav",,,,,,"Landauer, Gustav",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Landauer, Gustav",http://d-nb.info/gnd/118569074,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Die Entwertung der Idee""","Original inscription: ""Die Entwertung der Idee""",
357,SZ-AAP/W-AA118.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Gustav Landauers ""Shakespeare"".",,,,,,"Landauer, Gustav",,19. 7. 1921,19. 7. 1921,1921-07-19,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Frankfurt,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Frankfurter Zeitung, Frankfurt, 19. 7. 1921","Landauer, Gustav",http://d-nb.info/gnd/118569074,"Shakespeare : Dargestellt in Vorträgen. Hrsg. von Martin Buber, Bd. 1 und 2, Frankfurt a. M.: Rütten & Loening, 1920",https://d-nb.info/560662157,http://d-nb.info/gnd/1047605287,,,
358,SZ-AAP/W-AA118.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Le Shakespeare de Gustave Landauer,,,,,,"Landauer, Gustav",Avril 1921,,,1921-04,fra,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Brüssel,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"L'Art Libre, Brüssel, Jg. 3, Nr. 4 (April 1921)","Landauer, Gustav",http://d-nb.info/gnd/118569074,"Shakespeare : Dargestellt in Vorträgen. Hrsg. von Martin Buber, Bd. 1 und 2, Frankfurt a. M.: Rütten & Loening, 1920",https://d-nb.info/560662157,http://d-nb.info/gnd/1047605287,,,
359,SZ-AAP/W-AA119.0,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,"Alter Anfang für eine Legende ""Mitleiden""",,,,,Nur für mich verwertbar,Legende,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,Briefkuvert,envelope,"Violette Tinte, roter Buntstift","Purple ink, red pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
360,SZ-AAP/W-AA119.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,,Mitleiden,,,,,Legende,,,,,ger,"Manuskript, 7 Blatt","Manuscript, 7 leaves",,,,,Bleistift,Pencil,,Archiv Atrium Press,Ankauf Christie's London 2014,Manuskripte,Manuscripts,,,,,,http://d-nb.info/gnd/1047605287,,,
361,SZ-AAP/W-AA120.0,Unbekannt,,Rieger Erwin,http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Lemonnier, Camille",,,,,,"Lemonnier, Camille",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Lemonnier, Camille",http://d-nb.info/gnd/118779389,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Camille Lemonnier""","Original inscription: ""Camille Lemonnier""",
362,SZ-AAP/W-AA120.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Camille Lemonnier: Les deux consciences.,,,,,Beilage zur Allg Ztg,"Lemonnier, Camille",,8. 3. 1902,8. 3. 1902,1902-03-08,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Allgemeine Zeitung, München (Beilage), 8. 3. 1902","Lemonnier, Camille",http://d-nb.info/gnd/118779389,"Les deux consciences, Paris: Ollendorff, 1902",,http://d-nb.info/gnd/1047605287,,,
363,SZ-AAP/W-AA120.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,"Camille Lemonnier: ""Happe-Chair."" - ""Quand j'étais homme.""",,,,,N. Fr Presse.,"Lemonnier, Camille",,30. 8. 1908,30. 8. 1908,1908-08-30,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 30. 8. 1908","Lemonnier, Camille",http://d-nb.info/gnd/118779389,"Happe-Chair. Quand j'étais homme. Cahiers d'une femme, Paris: Louis Michaud, 1908",,http://d-nb.info/gnd/1047605287,,,
364,SZ-AAP/W-AA120.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Aus den Tagen von Sedan.,,,,,,"Lemonnier, Camille",3/XII.1911,,,1911-12-03,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Zeit, Wien, 3. 12. 1911, S. 37–38","Lemonnier, Camille",http://d-nb.info/gnd/118779389,"Aus den Tagen von Sedan (Les Charniers), Berlin: Axel Juncker Verlag, 1911",https://d-nb.info/366631373,http://d-nb.info/gnd/1047605287,,,
365,SZ-AAP/W-AA120.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Der eiserne Moloch.,,,,,,"Lemonnier, Camille",18/XII 1910,,,1910-12-18,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Zeit, Wien, 18. 12. 1910, S. 33–34","Lemonnier, Camille",http://d-nb.info/gnd/118779389,"Der eiserne Moloch. Berlin: Axel Juncker Verlag, 1910",https://d-nb.info/99380005X,http://d-nb.info/gnd/1047605287,,,
366,SZ-AAP/W-AA120.5,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,"Lemonniers ""L'homme en amour""",,,,,,"Lemonnier, Camille",16/X. 1903,,,1903-10-16,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Schwarze Tinte,Black ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das Magazin für Litteratur, Berlin, 16.10.1903, S. 407–409","Lemonnier, Camille",http://d-nb.info/gnd/118779389,"Die Liebe im Menschen, übersetzt von Paul Adler, Leipzig: Magazin-Verlag Jacques Hegner, 1903",,http://d-nb.info/gnd/1047605287,,,
367,SZ-AAP/W-AA120.6,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Camille Lemonnier.,,,,,N Fr Presse,"Lemonnier, Camille",,12. 10. 1902,12. 10. 1902,1902-10-12,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Schwarze Tinte,Black ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 12. 10. 1902","Lemonnier, Camille",http://d-nb.info/gnd/118779389,,,http://d-nb.info/gnd/1047605287,,,
368,SZ-AAP/W-AA120.7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,In memoriam Camille Lemonnier.,,,,,ZweigS,"Lemonnier, Camille",29. 8. 1913,,,1913-08-29,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Blauer Buntstift,Blue pencil,Mannheim,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Badische Landes Zeitung, Mannheim, 28. 8. 1913","Lemonnier, Camille",http://d-nb.info/gnd/118779389,,,http://d-nb.info/gnd/1047605287,"Mit angehängter Quellenangabe: Zeitungsausschnittdienst ""Observer"", Wien","With attached source: Newspaper clipping service ""Observer"", Vienna",
369,SZ-AAP/W-AA120.8,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Camille Lemonnier †,,,,,Kunstwart 1. Augustheft,"Lemonnier, Camille",,August 1913,August 1913,1913-08,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Der Kunstwart, München, August 1913, S. 214–216","Lemonnier, Camille",http://d-nb.info/gnd/118779389,,,http://d-nb.info/gnd/1047605287,,,
370,SZ-AAP/W-AA121.0,"Zweig, Lotte",http://d-nb.info/gnd/116001151,,,Lotte Zweig,"Leppin, Paul",,,,,(Vorrede zum Gedichtband),"Leppin, Paul",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Leppin, Paul",http://d-nb.info/gnd/118571893,,,http://d-nb.info/gnd/1047605287,,,
371,SZ-AAP/W-AA121.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Zweig, Lotte",http://d-nb.info/gnd/116001151,Lotte Zweig,Vorrede für Paul Leppin,,,,,,"Leppin, Paul",1937,,,1937,ger,"Typoskriptdurchschlag, 3 Blatt, korrigiert","Typescript (carbon copy), 3 leaves, corrected",2–3,2–3,,,"Schwarzes Durchschlagpapier, blaue Tinte","Black carbon paper, blue ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,"Paul Leppin: Helldunkle Strophen, Prag: Werner, 1938","Leppin, Paul",http://d-nb.info/gnd/118571893,"Helldunkle Strophen. Gedichte. Mit einer Einleitung von Stefan Zweig, Prag: Werner, 1938",https://d-nb.info/574871780,http://d-nb.info/gnd/1047605287,,,
372,SZ-AAP/W-AA122.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Liebesbriefe,,,,,,Liebesbriefe,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Hoffmann, Camill",http://d-nb.info/gnd/119361973,"Briefe der Liebe. Dokumente des Herzens aus zwei Jahrhunderten europäischer Kultur. Gesammelt von Camill Hoffmann, Berlin/Leipzig/Wien/Stuttgart: Bong, 1913",https://d-nb.info/580958280,http://d-nb.info/gnd/1047605287,,,
373,SZ-AAP/W-AA122.1,"Zweig, Stefan",,Unbekannt,,Unbekannt,Dokumente des Herzens.,,,,,,Liebesbriefe,20/7. 1913,,,1913-07-20,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 20. 7. 1913 (erstes Beiblatt)","Hoffmann, Camill",http://d-nb.info/gnd/119361973,"Briefe der Liebe. Dokumente des Herzens aus zwei Jahrhunderten europäischer Kultur. Gesammelt von Camill Hoffmann, Berlin/Leipzig/Wien/Stuttgart: Bong, 1913",https://d-nb.info/580958280,http://d-nb.info/gnd/1047605287,,,
374,SZ-AAP/W-AA123.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Zweig, Lotte",http://d-nb.info/gnd/116001151,Lotte Zweig,Die Tragödie eines Gedichts.,,,,,,Lissauer,,1937,1937,1937,ger,"Typoskriptdurchschlag, 8 Blatt, korrigiert","Typescript (carbon copy), 8 leaves, corrected",2–8,2–8,,,"Schwarzes Durchschlagpapier, violette Tinte","Black carbon paper, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Lissauer, Ernst",http://d-nb.info/gnd/118780166,,,http://d-nb.info/gnd/1047605287,,,
375,SZ-AAP/W-AA124.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Lob der deutschen Verleger,,,,,,Lob der deutschen Verleger,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Manuskripte,Manuscripts,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Deutsche Verleger""","Original inscription: ""Deutsche Verleger""",
376,SZ-AAP/W-AA124.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Lob der deutschen Verleger.,,,,,Vossische Ztg,Lob der deutschen Verleger,9. XI. 1912,,,1912-11-09,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vossische Zeitung, Berlin, 9. 11. 1912 (Abendblatt)",,,,,http://d-nb.info/gnd/1047605287,,,
377,SZ-AAP/W-AA125.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Lucka, Emil",,,,,,"Lucka, Emil",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Lucka, Emil",http://d-nb.info/gnd/117261521,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Ludwig Emil zum 50. Geburtstag""","Original inscription: ""Ludwig Emil zum 50. Geburtstag""",
378,SZ-AAP/W-AA125.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Tod und Leben.,,,,,Berl. Lokalanzeiger,"Lucka, Emil",24. V. 1908,,,1908-05-24,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Lokalanzeiger, Berlin, 24. 5. 1908","Lucka, Emil",http://d-nb.info/gnd/117261521,"Tod und Leben. Roman, Berlin: Egon Fleischel & Co., 1908",,http://d-nb.info/gnd/1047605287,,,
379,SZ-AAP/W-AA125.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Isolde Weißhand.,,,,,,"Lucka, Emil",,August 1908,August 1908,1908-08,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Neue Rundschau, Berlin, Jg. 20, Nr. 8 (August 1908), S. 1229–1230","Lucka, Emil",http://d-nb.info/gnd/117261521,"Isolde Weißhand. Ein Roman aus alter Zeit, Berlin: S. Fischer, 1909",https://d-nb.info/1066793840,http://d-nb.info/gnd/1047605287,,,
380,SZ-AAP/W-AA125.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Winland. Novellen und Legenden.,,,,,Zweig,"Lucka, Emil",15. JULI 1912,,,1912-07-15,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das literarische Echo, Berlin, 15. 7. 1912, Spalte 1447–1448","Lucka, Emil",http://d-nb.info/gnd/117261521,"Winland. Novellen und Legenden, Wien: Deutsch-österreichischer Verlag, 1912",,http://d-nb.info/gnd/1047605287,,,
381,SZ-AAP/W-AA125.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Emil Lucka. (Zum fünfzigsten Geburtstage, 11. Mai 1927.)",,,,,,"Lucka, Emil",,10. 5. 1927,10. 5. 1927,1927-05-10,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 10. 5. 1927","Lucka, Emil",http://d-nb.info/gnd/117261521,,,http://d-nb.info/gnd/1047605287,,,
382,SZ-AAP/W-AA126.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Ludwig, Emil",,,,,,"Ludwig, Emil",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Ludwig, Emil",http://d-nb.info/gnd/118780778,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Niels Lyhne (Jakobsen)""","Original inscription: ""Niels Lyhne (Jakobsen)""",
383,SZ-AAP/W-AA126.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Emil Ludwig. Zum fünfzigsten Geburtstag.,,,,,,"Ludwig, Emil",25. Januar 1931,,,1931-01-25,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 25. 1. 1931","Ludwig, Emil",http://d-nb.info/gnd/118780778,,,http://d-nb.info/gnd/1047605287,,,
384,SZ-AAP/W-AA127.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Lüttich.,,,,,NFrPr.,Lüttich,11. 8. 14.,,,1914-08-11,ger,"Typoskript und Typoskriptdurchschlag, 2 Blatt","Typescript and carbon copy, 2 leaves",2,2,,,"Schwarzes Farbband, schwarzes Durchschlagpapier","Black ribbon, black carbon paper",Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,"Neue Freie Presse, Wien, 11. 8. 1914",,,,,http://d-nb.info/gnd/1047605287,,,
385,SZ-AAP/W-AA128.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Lust am Lesen,,,,,,Lust am Lesen,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
386,SZ-AAP/W-AA128.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Lust am Lesen,,,,,,Lust am Lesen,7/XI 1915,,,1915-11-07,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vossische Zeitung, Berlin, 7. 11. 1915",,,,,http://d-nb.info/gnd/1047605287,,,
387,SZ-AAP/W-AA129.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Vorspiel zu einer Tragödie ""Adam Lux""",,,,,,"Lux, Adam",30. April 1929,,,1929-04-30,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Salzburg,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Salzburger Wacht, Salzburg, 30. 4. 1929, S. 15–16","Lux, Adam",http://d-nb.info/gnd/12409967X,,,http://d-nb.info/gnd/1047605287,,,
388,SZ-AAP/W-AA130.0,Unbekannt,,"Rieger, Erwin; Zweig, Lotte",http://d-nb.info/gnd/116538597; http://d-nb.info/gnd/116001151,"Erwin Rieger, Lotte Zweig","Maass, Joachim",,,,,,"Maass, Joachim",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Maass, Joachim",http://d-nb.info/gnd/118575627,,,http://d-nb.info/gnd/1047605287,,,
389,SZ-AAP/W-AA130.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,Joachim Maass: Bohème ohne Mimi,,,,,Stefan Zweig Salzburg Kapuzinerberg,"Maass, Joachim",,März 1930,March 1930,1930-03,ger,"Typoskript, 3 Blatt, korrigiert","Typescript, 3 leaves, corrected",2–3,2–3,,,"Violettes Farbband, violette Tinte","Purple ribbon, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,"Reclams Universum, Leipzig, 20. 3. 1930","Maass, Joachim",http://d-nb.info/gnd/118575627,"Bohème ohne Mimi, Berlin: S. Fischer, 1930",https://d-nb.info/574947620,http://d-nb.info/gnd/1047605287,,,
390,SZ-AAP/W-AA131.0,Unbekannt,,"Rieger, Erwin, Zweig, Lotte",http://d-nb.info/gnd/116538597; http://d-nb.info/gnd/116001151,"Erwin Rieger, Lotte Zweig","Macht und Moral, Etwas über",,,,,"(""Eine kleine Anmerkung zu ... ""Das Lamm des Armen"")","Macht und Moral, Etwas über",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,"Das Lamm des Armen, Leipzig: Insel Verlag, 1929",https://d-nb.info/578530112,http://d-nb.info/gnd/1047605287,,,
391,SZ-AAP/W-AA131.1,Stefan Zweig,http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Etwas über Macht und Moral,,,,,,"Macht und Moral, Etwas über",Mai 1930,,,1930-05,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Kunst und Volk, Wien, Jg. 4, Nr. 9 (Mai 1930), S. 286–288",,,"Das Lamm des Armen, Leipzig: Insel Verlag, 1929",https://d-nb.info/578530112,http://d-nb.info/gnd/1047605287,,,
392,SZ-AAP/W-AA132.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Maeterlinck,,,,,,Maeterlinck,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Maeterlinck, Maurice",http://d-nb.info/gnd/118576089,,,http://d-nb.info/gnd/1047605287,,,
393,SZ-AAP/W-AA132.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Maurice Maeterlinck: Le temple ensevelie.,,,,,Beilage zur Allg Ztg.,Maeterlinck,,10. 5. 1902,10. 5. 1902,1902-05-10,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Allgemeine Zeitung, München, 10. 5. 1902","Maeterlinck, Maurice",http://d-nb.info/gnd/118576089,"Le temple ensevelie, Paris: Charpentier, 1902",,http://d-nb.info/gnd/1047605287,,,
394,SZ-AAP/W-AA132.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Gedichte. Von Maurice Maeterlinck.,,,,,,Maeterlinck,,15. 7. 1908,15. 7. 1908,1908-07-15,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das Literarische Echo, Berlin, 15. 7. 1908","Maeterlinck, Maurice",http://d-nb.info/gnd/118576089,"Gedichte. Verdeutscht von K. L. Ammer und Friedrich von Oppeln-Bronikowski, Jena: Eugen Diederichs, 1906",,http://d-nb.info/gnd/1047605287,,,
395,SZ-AAP/W-AA132.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Maeterlinck. Eine Studie von Johannes Schlaf.,,,,,,Maeterlinck,,1. 3. 1907,1. 3. 1907,1907-03-01,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das Literarische Echo, Berlin, 1. 3. 1907","Maeterlinck, Maurice; Schlaf, Johannes",http://d-nb.info/gnd/118576089; http://d-nb.info/gnd/118607871,"Maeterlinck. Von Johannes Schlaf, Bard: Marquardt & Co., 1906. (Die Literatur, Hrsg. von Georg Brandes, Bd. 10)",https://d-nb.info/1066787875,http://d-nb.info/gnd/1047605287,,,
